Sexo;Edad;Funciones;Periodo;Total
Hombres;7 años;Riesgo de muerte;1990;0,237773
Hombres;7 años;Riesgo de muerte;1989;0,272377
Hombres;7 años;Riesgo de muerte;1988;0,316125
Hombres;7 años;Riesgo de muerte;1987;0,282248
Hombres;7 años;Riesgo de muerte;1986;0,307072
Hombres;7 años;Riesgo de muerte;1985;0,280211
Hombres;7 años;Riesgo de muerte;1984;0,269528
Hombres;7 años;Riesgo de muerte;1983;0,313413
Hombres;7 años;Riesgo de muerte;1982;0,271194
Hombres;7 años;Riesgo de muerte;1981;0,363614
Hombres;7 años;Riesgo de muerte;1980;0,382443
Hombres;7 años;Riesgo de muerte;1979;0,439321
Hombres;7 años;Riesgo de muerte;1978;0,404374
Hombres;7 años;Riesgo de muerte;1977;0,472725
Hombres;7 años;Riesgo de muerte;1976;0,403498
Hombres;7 años;Riesgo de muerte;1975;0,422938
Hombres;7 años;Supervivientes;1990;98.908,803806
Hombres;7 años;Supervivientes;1989;98.894,286034
Hombres;7 años;Supervivientes;1988;98.891,475852
Hombres;7 años;Supervivientes;1987;98.764,558545
Hombres;7 años;Supervivientes;1986;98.718,321346
Hombres;7 años;Supervivientes;1985;98.735,590703
Hombres;7 años;Supervivientes;1984;98.632,776185
Hombres;7 años;Supervivientes;1983;98.528,137639
Hombres;7 años;Supervivientes;1982;98.498,964648
Hombres;7 años;Supervivientes;1981;98.322,836473
Hombres;7 años;Supervivientes;1980;98.260,515137
Hombres;7 años;Supervivientes;1979;98.043,090419
Hombres;7 años;Supervivientes;1978;97.932,409
Hombres;7 años;Supervivientes;1977;97.824,009694
Hombres;7 años;Supervivientes;1976;97.670,934659
Hombres;7 años;Supervivientes;1975;97.518,553305
Hombres;7 años;Defunciones teóricas;1990;23,517841
Hombres;7 años;Defunciones teóricas;1989;26,936552
Hombres;7 años;Defunciones teóricas;1988;31,262076
Hombres;7 años;Defunciones teóricas;1987;27,876138
Hombres;7 años;Defunciones teóricas;1986;30,313655
Hombres;7 años;Defunciones teóricas;1985;27,666763
Hombres;7 años;Defunciones teóricas;1984;26,584343
Hombres;7 años;Defunciones teóricas;1983;30,880023
Hombres;7 años;Defunciones teóricas;1982;26,712368
Hombres;7 años;Defunciones teóricas;1981;35,751522
Hombres;7 años;Defunciones teóricas;1980;37,57907
Hombres;7 años;Defunciones teóricas;1979;43,07242
Hombres;7 años;Defunciones teóricas;1978;39,601325
Hombres;7 años;Defunciones teóricas;1977;46,24385
Hombres;7 años;Defunciones teóricas;1976;39,410013
Hombres;7 años;Defunciones teóricas;1975;41,244266
Hombres;7 años;Población estacionaria;1990;98.896,839441
Hombres;7 años;Población estacionaria;1989;98.881,941694
Hombres;7 años;Población estacionaria;1988;98.876,075436
Hombres;7 años;Población estacionaria;1987;98.749,906753
Hombres;7 años;Población estacionaria;1986;98.702,421384
Hombres;7 años;Población estacionaria;1985;98.722,050107
Hombres;7 años;Población estacionaria;1984;98.618,379964
Hombres;7 años;Población estacionaria;1983;98.510,757693
Hombres;7 años;Población estacionaria;1982;98.485,58761
Hombres;7 años;Población estacionaria;1981;98.304,05784
Hombres;7 años;Población estacionaria;1980;98.241,682952
Hombres;7 años;Población estacionaria;1979;98.021,770026
Hombres;7 años;Población estacionaria;1978;97.912,189507
Hombres;7 años;Población estacionaria;1977;97.800,505665
Hombres;7 años;Población estacionaria;1976;97.652,189036
Hombres;7 años;Población estacionaria;1975;97.498,434054
Hombres;7 años;Tiempo por vivir;1990;6.646.344,7491
Hombres;7 años;Tiempo por vivir;1989;6.649.232,6606
Hombres;7 años;Tiempo por vivir;1988;6.658.992,8563
Hombres;7 años;Tiempo por vivir;1987;6.662.883,3989
Hombres;7 años;Tiempo por vivir;1986;6.648.128,5398
Hombres;7 años;Tiempo por vivir;1985;6.615.919,5319
Hombres;7 años;Tiempo por vivir;1984;6.626.123,2243
Hombres;7 años;Tiempo por vivir;1983;6.602.798,8834
Hombres;7 años;Tiempo por vivir;1982;6.624.319,8445
Hombres;7 años;Tiempo por vivir;1981;6.561.122,4177
Hombres;7 años;Tiempo por vivir;1980;6.546.906,6922
Hombres;7 años;Tiempo por vivir;1979;6.493.535,8923
Hombres;7 años;Tiempo por vivir;1978;6.454.023,5413
Hombres;7 años;Tiempo por vivir;1977;6.440.927,4043
Hombres;7 años;Tiempo por vivir;1976;6.395.869,5057
Hombres;7 años;Tiempo por vivir;1975;6.369.200,6248
Hombres;7 años;Esperanza de vida;1990;67,196695
Hombres;7 años;Esperanza de vida;1989;67,235762
Hombres;7 años;Esperanza de vida;1988;67,336368
Hombres;7 años;Esperanza de vida;1987;67,462291
Hombres;7 años;Esperanza de vida;1986;67,344425
Hombres;7 años;Esperanza de vida;1985;67,006431
Hombres;7 años;Esperanza de vida;1984;67,17973
Hombres;7 años;Esperanza de vida;1983;67,014348
Hombres;7 años;Esperanza de vida;1982;67,252685
Hombres;7 años;Esperanza de vida;1981;66,730402
Hombres;7 años;Esperanza de vida;1980;66,628052
Hombres;7 años;Esperanza de vida;1979;66,231448
Hombres;7 años;Esperanza de vida;1978;65,902837
Hombres;7 años;Esperanza de vida;1977;65,841989
Hombres;7 años;Esperanza de vida;1976;65,483857
Hombres;7 años;Esperanza de vida;1975;65,312706
Hombres;8 años;Tasa de mortalidad;1990;0,25075
Hombres;8 años;Tasa de mortalidad;1989;0,190076
Hombres;8 años;Tasa de mortalidad;1988;0,218419
Hombres;8 años;Tasa de mortalidad;1987;0,223732
Hombres;8 años;Tasa de mortalidad;1986;0,209231
Hombres;8 años;Tasa de mortalidad;1985;0,284307
Hombres;8 años;Tasa de mortalidad;1984;0,289783
Hombres;8 años;Tasa de mortalidad;1983;0,341133
Hombres;8 años;Tasa de mortalidad;1982;0,340243
Hombres;8 años;Tasa de mortalidad;1981;0,294062
Hombres;8 años;Tasa de mortalidad;1980;0,335871
Hombres;8 años;Tasa de mortalidad;1979;0,391793
Hombres;8 años;Tasa de mortalidad;1978;0,47121
Hombres;8 años;Tasa de mortalidad;1977;0,411467
Hombres;8 años;Tasa de mortalidad;1976;0,386018
Hombres;8 años;Tasa de mortalidad;1975;0,444731
Hombres;8 años;Promedio de años vividos el último año de vida;1990;0,488195
Hombres;8 años;Promedio de años vividos el último año de vida;1989;0,495941
Hombres;8 años;Promedio de años vividos el último año de vida;1988;0,493695
Hombres;8 años;Promedio de años vividos el último año de vida;1987;0,483014
Hombres;8 años;Promedio de años vividos el último año de vida;1986;0,539404
Hombres;8 años;Promedio de años vividos el último año de vida;1985;0,505234
Hombres;8 años;Promedio de años vividos el último año de vida;1984;0,488243
Hombres;8 años;Promedio de años vividos el último año de vida;1983;0,456598
Hombres;8 años;Promedio de años vividos el último año de vida;1982;0,548181
Hombres;8 años;Promedio de años vividos el último año de vida;1981;0,48326
Hombres;8 años;Promedio de años vividos el último año de vida;1980;0,433276
Hombres;8 años;Promedio de años vividos el último año de vida;1979;0,472769
Hombres;8 años;Promedio de años vividos el último año de vida;1978;0,487741
Hombres;8 años;Promedio de años vividos el último año de vida;1977;0,486886
Hombres;8 años;Promedio de años vividos el último año de vida;1976;0,505719
Hombres;8 años;Promedio de años vividos el último año de vida;1975;0,487452
Hombres;8 años;Riesgo de muerte;1990;0,250718
Hombres;8 años;Riesgo de muerte;1989;0,190057
Hombres;8 años;Riesgo de muerte;1988;0,218395
Hombres;8 años;Riesgo de muerte;1987;0,223706
Hombres;8 años;Riesgo de muerte;1986;0,209211
Hombres;8 años;Riesgo de muerte;1985;0,284267
Hombres;8 años;Riesgo de muerte;1984;0,28974
Hombres;8 años;Riesgo de muerte;1983;0,341069
Hombres;8 años;Riesgo de muerte;1982;0,340191
Hombres;8 años;Riesgo de muerte;1981;0,294018
Hombres;8 años;Riesgo de muerte;1980;0,335807
Hombres;8 años;Riesgo de muerte;1979;0,391712
Hombres;8 años;Riesgo de muerte;1978;0,471097
Hombres;8 años;Riesgo de muerte;1977;0,41138
Hombres;8 años;Riesgo de muerte;1976;0,385945
Hombres;8 años;Riesgo de muerte;1975;0,44463
Hombres;8 años;Supervivientes;1990;98.885,285965
Hombres;8 años;Supervivientes;1989;98.867,349482
Hombres;8 años;Supervivientes;1988;98.860,213776
Hombres;8 años;Supervivientes;1987;98.736,682408
Hombres;8 años;Supervivientes;1986;98.688,007691
Hombres;8 años;Supervivientes;1985;98.707,92394
Hombres;8 años;Supervivientes;1984;98.606,191842
Hombres;8 años;Supervivientes;1983;98.497,257616
Hombres;8 años;Supervivientes;1982;98.472,25228
Hombres;8 años;Supervivientes;1981;98.287,084951
Hombres;8 años;Supervivientes;1980;98.222,936067
Hombres;8 años;Supervivientes;1979;98.000,017998
Hombres;8 años;Supervivientes;1978;97.892,807674
Hombres;8 años;Supervivientes;1977;97.777,765844
Hombres;8 años;Supervivientes;1976;97.631,524647
Hombres;8 años;Supervivientes;1975;97.477,30904
Hombres;8 años;Defunciones teóricas;1990;24,792351
Hombres;8 años;Defunciones teóricas;1989;18,790475
Hombres;8 años;Defunciones teóricas;1988;21,590559
Hombres;8 años;Defunciones teóricas;1987;22,088003
Hombres;8 años;Defunciones teóricas;1986;20,646643
Hombres;8 años;Defunciones teóricas;1985;28,059378
Hombres;8 años;Defunciones teóricas;1984;28,570144
Hombres;8 años;Defunciones teóricas;1983;33,594398
Hombres;8 años;Defunciones teóricas;1982;33,499371
Hombres;8 años;Defunciones teóricas;1981;28,898124
Hombres;8 años;Defunciones teóricas;1980;32,983923
Hombres;8 años;Defunciones teóricas;1979;38,387757
Hombres;8 años;Defunciones teóricas;1978;46,116968
Hombres;8 años;Defunciones teóricas;1977;40,223814
Hombres;8 años;Defunciones teóricas;1976;37,680361
Hombres;8 años;Defunciones teóricas;1975;43,341302
Hombres;8 años;Población estacionaria;1990;98.872,597116
Hombres;8 años;Población estacionaria;1989;98.857,877977
Hombres;8 años;Población estacionaria;1988;98.849,282364
Hombres;8 años;Población estacionaria;1987;98.725,263213
Hombres;8 años;Población estacionaria;1986;98.678,497924
Hombres;8 años;Población estacionaria;1985;98.694,041123
Hombres;8 años;Población estacionaria;1984;98.591,570873
Hombres;8 años;Población estacionaria;1983;98.479,002339
Hombres;8 años;Población estacionaria;1982;98.457,116641
Hombres;8 años;Población estacionaria;1981;98.272,152142
Hombres;8 años;Población estacionaria;1980;98.204,24328
Hombres;8 años;Población estacionaria;1979;97.979,778774
Hombres;8 años;Población estacionaria;1978;97.869,183844
Hombres;8 años;Población estacionaria;1977;97.757,126425
Hombres;8 años;Población estacionaria;1976;97.612,899947
Hombres;8 años;Población estacionaria;1975;97.455,094545
Hombres;8 años;Tiempo por vivir;1990;6.547.447,9097
Hombres;8 años;Tiempo por vivir;1989;6.550.350,7189
Hombres;8 años;Tiempo por vivir;1988;6.560.116,7809
Hombres;8 años;Tiempo por vivir;1987;6.564.133,4922
Hombres;8 años;Tiempo por vivir;1986;6.549.426,1185
Hombres;8 años;Tiempo por vivir;1985;6.517.197,4818
Hombres;8 años;Tiempo por vivir;1984;6.527.504,8444
Hombres;8 años;Tiempo por vivir;1983;6.504.288,1257
Hombres;8 años;Tiempo por vivir;1982;6.525.834,2569
Hombres;8 años;Tiempo por vivir;1981;6.462.818,3599
Hombres;8 años;Tiempo por vivir;1980;6.448.665,0092
Hombres;8 años;Tiempo por vivir;1979;6.395.514,1223
Hombres;8 años;Tiempo por vivir;1978;6.356.111,3518
Hombres;8 años;Tiempo por vivir;1977;6.343.126,8986
Hombres;8 años;Tiempo por vivir;1976;6.298.217,3166
Hombres;8 años;Tiempo por vivir;1975;6.271.702,1908
Hombres;8 años;Esperanza de vida;1990;66,21256
Hombres;8 años;Esperanza de vida;1989;66,253933
Hombres;8 años;Esperanza de vida;1988;66,357501
Hombres;8 años;Esperanza de vida;1987;66,481204
Hombres;8 años;Esperanza de vida;1986;66,364964
Hombres;8 años;Esperanza de vida;1985;66,025069
Hombres;8 años;Esperanza de vida;1984;66,197718
Hombres;8 años;Esperanza de vida;1983;66,035221
Hombres;8 años;Esperanza de vida;1982;66,270793
Hombres;8 años;Esperanza de vida;1981;65,754502
Hombres;8 años;Esperanza de vida;1980;65,653352
Hombres;8 años;Esperanza de vida;1979;65,260336
Hombres;8 años;Esperanza de vida;1978;64,929299
Hombres;8 años;Esperanza de vida;1977;64,872897
Hombres;8 años;Esperanza de vida;1976;64,510078
Hombres;8 años;Esperanza de vida;1975;64,340124
Hombres;9 años;Tasa de mortalidad;1990;0,268028
Hombres;9 años;Tasa de mortalidad;1989;0,255343
Hombres;9 años;Tasa de mortalidad;1988;0,201162
Hombres;9 años;Tasa de mortalidad;1987;0,181371
Hombres;9 años;Tasa de mortalidad;1986;0,245194
Hombres;9 años;Tasa de mortalidad;1985;0,298305
Hombres;9 años;Tasa de mortalidad;1984;0,244847
Hombres;9 años;Tasa de mortalidad;1983;0,25522
Hombres;9 años;Tasa de mortalidad;1982;0,308649
Hombres;9 años;Tasa de mortalidad;1981;0,314979
Hombres;9 años;Tasa de mortalidad;1980;0,322859
Hombres;9 años;Tasa de mortalidad;1979;0,329004
Hombres;9 años;Tasa de mortalidad;1978;0,380103
Hombres;9 años;Tasa de mortalidad;1977;0,408888
Hombres;9 años;Tasa de mortalidad;1976;0,380982
Hombres;9 años;Tasa de mortalidad;1975;0,369488
Hombres;9 años;Promedio de años vividos el último año de vida;1990;0,498702
Hombres;9 años;Promedio de años vividos el último año de vida;1989;0,54434
Hombres;9 años;Promedio de años vividos el último año de vida;1988;0,503166
Hombres;9 años;Promedio de años vividos el último año de vida;1987;0,453587
Hombres;9 años;Promedio de años vividos el último año de vida;1986;0,519044
Hombres;9 años;Promedio de años vividos el último año de vida;1985;0,487403
Hombres;9 años;Promedio de años vividos el último año de vida;1984;0,478272
Hombres;9 años;Promedio de años vividos el último año de vida;1983;0,496709
Hombres;9 años;Promedio de años vividos el último año de vida;1982;0,490489
Hombres;9 años;Promedio de años vividos el último año de vida;1981;0,513071
Hombres;9 años;Promedio de años vividos el último año de vida;1980;0,448915
Hombres;9 años;Promedio de años vividos el último año de vida;1979;0,493973
Hombres;9 años;Promedio de años vividos el último año de vida;1978;0,470102
Hombres;9 años;Promedio de años vividos el último año de vida;1977;0,49541
Hombres;9 años;Promedio de años vividos el último año de vida;1976;0,509192
Hombres;9 años;Promedio de años vividos el último año de vida;1975;0,528942
Hombres;9 años;Riesgo de muerte;1990;0,267992
Hombres;9 años;Riesgo de muerte;1989;0,255314
Hombres;9 años;Riesgo de muerte;1988;0,201142
Hombres;9 años;Riesgo de muerte;1987;0,181353
Hombres;9 años;Riesgo de muerte;1986;0,245165
Hombres;9 años;Riesgo de muerte;1985;0,298259
Hombres;9 años;Riesgo de muerte;1984;0,244816
Hombres;9 años;Riesgo de muerte;1983;0,255188
Hombres;9 años;Riesgo de muerte;1982;0,3086
Hombres;9 años;Riesgo de muerte;1981;0,314931
Hombres;9 años;Riesgo de muerte;1980;0,322802
Hombres;9 años;Riesgo de muerte;1979;0,328949
Hombres;9 años;Riesgo de muerte;1978;0,380026
Hombres;9 años;Riesgo de muerte;1977;0,408804
Hombres;9 años;Riesgo de muerte;1976;0,38091
Hombres;9 años;Riesgo de muerte;1975;0,369424
Hombres;9 años;Supervivientes;1990;98.860,493614
Hombres;9 años;Supervivientes;1989;98.848,559007
Hombres;9 años;Supervivientes;1988;98.838,623217
Hombres;9 años;Supervivientes;1987;98.714,594404
Hombres;9 años;Supervivientes;1986;98.667,361048
Hombres;9 años;Supervivientes;1985;98.679,864563
Hombres;9 años;Supervivientes;1984;98.577,621698
Hombres;9 años;Supervivientes;1983;98.463,663217
Hombres;9 años;Supervivientes;1982;98.438,752909
Hombres;9 años;Supervivientes;1981;98.258,186827
Hombres;9 años;Supervivientes;1980;98.189,952144
Hombres;9 años;Supervivientes;1979;97.961,630241
Hombres;9 años;Supervivientes;1978;97.846,690706
Hombres;9 años;Supervivientes;1977;97.737,54203
Hombres;9 años;Supervivientes;1976;97.593,844286
Hombres;9 años;Supervivientes;1975;97.433,967738
Hombres;9 años;Defunciones teóricas;1990;26,493793
Hombres;9 años;Defunciones teóricas;1989;25,237388
Hombres;9 años;Defunciones teóricas;1988;19,880555
Hombres;9 años;Defunciones teóricas;1987;17,902225
Hombres;9 años;Defunciones teóricas;1986;24,189832
Hombres;9 años;Defunciones teóricas;1985;29,432199
Hombres;9 años;Defunciones teóricas;1984;24,133383
Hombres;9 años;Defunciones teóricas;1983;25,12671
Hombres;9 años;Defunciones teóricas;1982;30,37823
Hombres;9 años;Defunciones teóricas;1981;30,944534
Hombres;9 años;Defunciones teóricas;1980;31,695906
Hombres;9 años;Defunciones teóricas;1979;32,224421
Hombres;9 años;Defunciones teóricas;1978;37,184297
Hombres;9 años;Defunciones teóricas;1977;39,955476
Hombres;9 años;Defunciones teóricas;1976;37,174505
Hombres;9 años;Defunciones teóricas;1975;35,994465
Hombres;9 años;Población estacionaria;1990;98.847,212335
Hombres;9 años;Población estacionaria;1989;98.837,059346
Hombres;9 años;Población estacionaria;1988;98.828,74588
Hombres;9 años;Población estacionaria;1987;98.704,812399
Hombres;9 años;Población estacionaria;1986;98.655,726814
Hombres;9 años;Población estacionaria;1985;98.664,777695
Hombres;9 años;Población estacionaria;1984;98.565,030641
Hombres;9 años;Población estacionaria;1983;98.451,017175
Hombres;9 años;Población estacionaria;1982;98.423,274874
Hombres;9 años;Población estacionaria;1981;98.243,119045
Hombres;9 años;Población estacionaria;1980;98.172,484994
Hombres;9 años;Población estacionaria;1979;97.945,323802
Hombres;9 años;Población estacionaria;1978;97.826,986828
Hombres;9 años;Población estacionaria;1977;97.717,380915
Hombres;9 años;Población estacionaria;1976;97.575,598748
Hombres;9 años;Población estacionaria;1975;97.417,012274
Hombres;9 años;Tiempo por vivir;1990;6.448.575,3125
Hombres;9 años;Tiempo por vivir;1989;6.451.492,8409
Hombres;9 años;Tiempo por vivir;1988;6.461.267,4985
Hombres;9 años;Tiempo por vivir;1987;6.465.408,2289
Hombres;9 años;Tiempo por vivir;1986;6.450.747,6205
Hombres;9 años;Tiempo por vivir;1985;6.418.503,4407
Hombres;9 años;Tiempo por vivir;1984;6.428.913,2735
Hombres;9 años;Tiempo por vivir;1983;6.405.809,1233
Hombres;9 años;Tiempo por vivir;1982;6.427.377,1403
Hombres;9 años;Tiempo por vivir;1981;6.364.546,2077
Hombres;9 años;Tiempo por vivir;1980;6.350.460,7659
Hombres;9 años;Tiempo por vivir;1979;6.297.534,3435
Hombres;9 años;Tiempo por vivir;1978;6.258.242,1679
Hombres;9 años;Tiempo por vivir;1977;6.245.369,7722
Hombres;9 años;Tiempo por vivir;1976;6.200.604,4167
Hombres;9 años;Tiempo por vivir;1975;6.174.247,0962
Hombres;9 años;Esperanza de vida;1990;65,229042
Hombres;9 años;Esperanza de vida;1989;65,266433
Hombres;9 años;Esperanza de vida;1988;65,371889
Hombres;9 años;Esperanza de vida;1987;65,495971
Hombres;9 años;Esperanza de vida;1986;65,378739
Hombres;9 años;Esperanza de vida;1985;65,043699
Hombres;9 años;Esperanza de vida;1984;65,216762
Hombres;9 años;Esperanza de vida;1983;65,057595
Hombres;9 años;Esperanza de vida;1982;65,293159
Hombres;9 años;Esperanza de vida;1981;64,773699
Hombres;9 años;Esperanza de vida;1980;64,675261
Hombres;9 años;Esperanza de vida;1979;64,285724
Hombres;9 años;Esperanza de vida;1978;63,959671
Hombres;9 años;Esperanza de vida;1977;63,899395
Hombres;9 años;Esperanza de vida;1976;63,53479
Hombres;9 años;Esperanza de vida;1975;63,368528
Hombres;10 años;Tasa de mortalidad;1990;0,194845
Hombres;10 años;Tasa de mortalidad;1989;0,242443
Hombres;10 años;Tasa de mortalidad;1988;0,233412
Hombres;10 años;Tasa de mortalidad;1987;0,206135
Hombres;10 años;Tasa de mortalidad;1986;0,22207
Hombres;10 años;Tasa de mortalidad;1985;0,291399
Hombres;10 años;Tasa de mortalidad;1984;0,234706
Hombres;10 años;Tasa de mortalidad;1983;0,317372
Hombres;10 años;Tasa de mortalidad;1982;0,28538
Hombres;10 años;Tasa de mortalidad;1981;0,316358
Hombres;10 años;Tasa de mortalidad;1980;0,411303
Hombres;10 años;Tasa de mortalidad;1979;0,439137
Hombres;10 años;Tasa de mortalidad;1978;0,345301
Hombres;10 años;Tasa de mortalidad;1977;0,344184
Hombres;10 años;Tasa de mortalidad;1976;0,324031
Hombres;10 años;Tasa de mortalidad;1975;0,362239
Hombres;10 años;Promedio de años vividos el último año de vida;1990;0,543363
Hombres;10 años;Promedio de años vividos el último año de vida;1989;0,464095
Hombres;10 años;Promedio de años vividos el último año de vida;1988;0,44025
Hombres;10 años;Promedio de años vividos el último año de vida;1987;0,53242
Hombres;10 años;Promedio de años vividos el último año de vida;1986;0,475883
Hombres;10 años;Promedio de años vividos el último año de vida;1985;0,475425
Hombres;10 años;Promedio de años vividos el último año de vida;1984;0,508231
Hombres;10 años;Promedio de años vividos el último año de vida;1983;0,428437
Hombres;10 años;Promedio de años vividos el último año de vida;1982;0,421494
Hombres;10 años;Promedio de años vividos el último año de vida;1981;0,483549
Hombres;10 años;Promedio de años vividos el último año de vida;1980;0,481132
Hombres;10 años;Promedio de años vividos el último año de vida;1979;0,493564
Hombres;10 años;Promedio de años vividos el último año de vida;1978;0,527728
Hombres;10 años;Promedio de años vividos el último año de vida;1977;0,462522
Hombres;10 años;Promedio de años vividos el último año de vida;1976;0,495479
Hombres;10 años;Promedio de años vividos el último año de vida;1975;0,461887
Hombres;10 años;Riesgo de muerte;1990;0,194828
Hombres;10 años;Riesgo de muerte;1989;0,242412
Hombres;10 años;Riesgo de muerte;1988;0,233382
Hombres;10 años;Riesgo de muerte;1987;0,206115
Hombres;10 años;Riesgo de muerte;1986;0,222044
Hombres;10 años;Riesgo de muerte;1985;0,291355
Hombres;10 años;Riesgo de muerte;1984;0,234679
Hombres;10 años;Riesgo de muerte;1983;0,317315
Hombres;10 años;Riesgo de muerte;1982;0,285332
Hombres;10 años;Riesgo de muerte;1981;0,316307
Hombres;10 años;Riesgo de muerte;1980;0,411216
Hombres;10 años;Riesgo de muerte;1979;0,439039
Hombres;10 años;Riesgo de muerte;1978;0,345245
Hombres;10 años;Riesgo de muerte;1977;0,344121
Hombres;10 años;Riesgo de muerte;1976;0,323978
Hombres;10 años;Riesgo de muerte;1975;0,362169
Hombres;10 años;Supervivientes;1990;98.833,999821
Hombres;10 años;Supervivientes;1989;98.823,321619
Hombres;10 años;Supervivientes;1988;98.818,742662
Hombres;10 años;Supervivientes;1987;98.696,69218
Hombres;10 años;Supervivientes;1986;98.643,171216
Hombres;10 años;Supervivientes;1985;98.650,432363
Hombres;10 años;Supervivientes;1984;98.553,488315
Hombres;10 años;Supervivientes;1983;98.438,536507
Hombres;10 años;Supervivientes;1982;98.408,374679
Hombres;10 años;Supervivientes;1981;98.227,242293
Hombres;10 años;Supervivientes;1980;98.158,256239
Hombres;10 años;Supervivientes;1979;97.929,405821
Hombres;10 años;Supervivientes;1978;97.809,506408
Hombres;10 años;Supervivientes;1977;97.697,586554
Hombres;10 años;Supervivientes;1976;97.556,669781
Hombres;10 años;Supervivientes;1975;97.397,973273
Hombres;10 años;Defunciones teóricas;1990;19,255588
Hombres;10 años;Defunciones teóricas;1989;23,955933
Hombres;10 años;Defunciones teóricas;1988;23,062479
Hombres;10 años;Defunciones teóricas;1987;20,342908
Hombres;10 años;Defunciones teóricas;1986;21,903102
Hombres;10 años;Defunciones teóricas;1985;28,742255
Hombres;10 años;Defunciones teóricas;1984;23,128457
Hombres;10 años;Defunciones teóricas;1983;31,235978
Hombres;10 años;Defunciones teóricas;1982;28,079106
Hombres;10 años;Defunciones teóricas;1981;31,069936
Hombres;10 años;Defunciones teóricas;1980;40,3642
Hombres;10 años;Defunciones teóricas;1979;42,994821
Hombres;10 años;Defunciones teóricas;1978;33,768201
Hombres;10 años;Defunciones teóricas;1977;33,619748
Hombres;10 años;Defunciones teóricas;1976;31,606256
Hombres;10 años;Defunciones teóricas;1975;35,27449
Hombres;10 años;Población estacionaria;1990;98.825,207012
Hombres;10 años;Población estacionaria;1989;98.810,483519
Hombres;10 años;Población estacionaria;1988;98.805,833444
Hombres;10 años;Población estacionaria;1987;98.687,180244
Hombres;10 años;Población estacionaria;1986;98.631,691432
Hombres;10 años;Población estacionaria;1985;98.635,354885
Hombres;10 años;Población estacionaria;1984;98.542,114454
Hombres;10 años;Población estacionaria;1983;98.420,683189
Hombres;10 años;Población estacionaria;1982;98.392,130752
Hombres;10 años;Población estacionaria;1981;98.211,196188
Hombres;10 años;Población estacionaria;1980;98.137,312535
Hombres;10 años;Población estacionaria;1979;97.907,631675
Hombres;10 años;Población estacionaria;1978;97.793,55863
Hombres;10 años;Población estacionaria;1977;97.679,516677
Hombres;10 años;Población estacionaria;1976;97.540,723773
Hombres;10 años;Población estacionaria;1975;97.378,991607
Hombres;10 años;Tiempo por vivir;1990;6.349.728,1002
Hombres;10 años;Tiempo por vivir;1989;6.352.655,7816
Hombres;10 años;Tiempo por vivir;1988;6.362.438,7526
Hombres;10 años;Tiempo por vivir;1987;6.366.703,4165
Hombres;10 años;Tiempo por vivir;1986;6.352.091,8937
Hombres;10 años;Tiempo por vivir;1985;6.319.838,663
Hombres;10 años;Tiempo por vivir;1984;6.330.348,2428
Hombres;10 años;Tiempo por vivir;1983;6.307.358,1062
Hombres;10 años;Tiempo por vivir;1982;6.328.953,8654
Hombres;10 años;Tiempo por vivir;1981;6.266.303,0887
Hombres;10 años;Tiempo por vivir;1980;6.252.288,2809
Hombres;10 años;Tiempo por vivir;1979;6.199.589,0197
Hombres;10 años;Tiempo por vivir;1978;6.160.415,1811
Hombres;10 años;Tiempo por vivir;1977;6.147.652,3913
Hombres;10 años;Tiempo por vivir;1976;6.103.028,818
Hombres;10 años;Tiempo por vivir;1975;6.076.830,084
Hombres;10 años;Esperanza de vida;1990;64,246394
Hombres;10 años;Esperanza de vida;1989;64,282962
Hombres;10 años;Esperanza de vida;1988;64,384939
Hombres;10 años;Esperanza de vida;1987;64,507769
Hombres;10 años;Esperanza de vida;1986;64,394644
Hombres;10 años;Esperanza de vida;1985;64,06296
Hombres;10 años;Esperanza de vida;1984;64,232615
Hombres;10 años;Esperanza de vida;1983;64,074074
Hombres;10 años;Esperanza de vida;1982;64,313163
Hombres;10 años;Esperanza de vida;1981;63,793943
Hombres;10 años;Esperanza de vida;1980;63,696
Hombres;10 años;Esperanza de vida;1979;63,306715
Hombres;10 años;Esperanza de vida;1978;62,983808
Hombres;10 años;Esperanza de vida;1977;62,925325
Hombres;10 años;Esperanza de vida;1976;62,558806
Hombres;10 años;Esperanza de vida;1975;62,391751
Hombres;11 años;Tasa de mortalidad;1990;0,290009
Hombres;11 años;Tasa de mortalidad;1989;0,187173
Hombres;11 años;Tasa de mortalidad;1988;0,235803
Hombres;11 años;Tasa de mortalidad;1987;0,286087
Hombres;11 años;Tasa de mortalidad;1986;0,259265
Hombres;11 años;Tasa de mortalidad;1985;0,299284
Hombres;11 años;Tasa de mortalidad;1984;0,264383
Hombres;11 años;Tasa de mortalidad;1983;0,276399
Hombres;11 años;Tasa de mortalidad;1982;0,298564
Hombres;11 años;Tasa de mortalidad;1981;0,285598
Hombres;11 años;Tasa de mortalidad;1980;0,299885
Hombres;11 años;Tasa de mortalidad;1979;0,270177
Hombres;11 años;Tasa de mortalidad;1978;0,360417
Hombres;11 años;Tasa de mortalidad;1977;0,328764
Hombres;11 años;Tasa de mortalidad;1976;0,300358
Hombres;11 años;Tasa de mortalidad;1975;0,312767
Hombres;11 años;Promedio de años vividos el último año de vida;1990;0,507813
Hombres;11 años;Promedio de años vividos el último año de vida;1989;0,514485
Hombres;11 años;Promedio de años vividos el último año de vida;1988;0,521685
